,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
454,,37.88,52.0,2363.0,604.0,,573.0,2.944,
455,-122.26,37.88,52.0,2604.0,837.0,,,1.725,287500.0
456,-122.25,37.87,41.0,685.0,141.0,266.0,123.0,5.2289,384600.0
457,,37.87,,,465.0,2184.0,,2.5562,371400.0
458,-122.25,37.87,52.0,1204.0,460.0,2016.0,,0.949,350000.0
459,-122.25,37.87,,,,,250.0,1.1696,
460,-122.26,37.87,52.0,,371.0,,,1.4012,175000.0
461,,37.87,52.0,,998.0,,,1.1859,
462,-122.27,,35.0,,1108.0,,,1.7464,216700.0
463,-122.27,,49.0,,368.0,,,2.8846,211300.0
464,-122.27,37.87,52.0,,698.0,,694.0,,210200.0
465,-122.28,37.86,52.0,,195.0,,189.0,3.8594,196400.0
466,,,52.0,,353.0,,339.0,3.5625,191700.0
467,-122.28,37.87,52.0,,300.0,,,2.2788,
468,,37.87,,,755.0,,,2.537,175000.0
469,,,,,324.0,792.0,,,165900.0
470,-122.29,37.86,52.0,1665.0,404.0,,,1.9946,156900.0
471,-122.28,37.86,52.0,1659.0,367.0,,,2.8214,
472,,37.87,52.0,,460.0,,,2.6165,150000.0
473,-122.29,,50.0,,607.0,,,1.9483,150500.0
474,,37.86,,2031.0,450.0,,,1.9327,169900.0
475,-122.28,37.86,,,668.0,1361.0,,1.9798,
476,,,52.0,,472.0,,,2.4167,152700.0
477,,37.86,,,435.0,924.0,,2.5417,182700.0
478,,37.86,52.0,,417.0,,,,179300.0
479,-122.28,37.86,52.0,,691.0,,,2.5652,
480,-122.28,,41.0,,550.0,1213.0,,2.2845,153100.0
481,-122.27,37.86,52.0,,305.0,,,2.6071,
482,-122.27,37.86,,,186.0,,,3.15,206300.0
483,,,52.0,1769.0,372.0,,365.0,2.6914,218800.0
484,-122.27,37.86,52.0,,583.0,,,1.8447,198200.0
485,-122.26,37.86,35.0,5161.0,1744.0,3276.0,,1.6307,253600.0
486,-122.26,37.86,52.0,,832.0,1493.0,794.0,2.9044,
487,-122.26,,,,744.0,1461.0,,2.9405,289500.0
488,-122.26,,52.0,,604.0,1253.0,,3.3893,241700.0
489,-122.25,,48.0,,517.0,1656.0,459.0,,489600.0
490,-122.25,37.86,,,191.0,,,7.0897,
491,-122.25,37.86,,,318.0,,295.0,5.0463,456300.0
492,,37.86,,1587.0,444.0,,,1.7652,336800.0
493,-122.24,,52.0,1668.0,225.0,,,7.8521,
494,-122.24,,52.0,,474.0,1366.0,,,500001.0
495,-122.25,37.86,,,663.0,,,5.3794,376900.0
496,-122.26,,52.0,,768.0,,,3.2619,
497,-122.27,37.85,52.0,,920.0,1800.0,,2.7054,182300.0
498,,,,,400.0,719.0,,2.2431,172700.0
499,-122.27,37.85,,1279.0,300.0,,,1.9028,150800.0
500,-122.27,37.85,52.0,1974.0,426.0,,,1.5817,153600.0
501,,,52.0,,83.0,,,2.2841,106300.0
502,,37.85,47.0,1375.0,307.0,843.0,,1.3785,142300.0
503,-122.28,37.85,52.0,610.0,145.0,,,,119400.0
504,,37.85,,1025.0,198.0,506.0,,,147900.0
505,-122.28,37.85,,2063.0,484.0,1054.0,,2.2625,132900.0
506,,37.84,,1872.0,419.0,,,2.2106,132500.0
507,-122.28,37.83,,3108.0,813.0,1623.0,765.0,2.6997,126900.0
508,-122.3,37.84,,7355.0,2408.0,3100.0,2051.0,4.0018,143800.0
509,,37.83,52.0,2990.0,379.0,947.0,,7.8772,500001.0
510,,37.82,,,310.0,808.0,315.0,,500001.0
511,-122.22,37.82,,2991.0,335.0,,335.0,13.499,
512,-122.23,,52.0,,366.0,1001.0,,12.2138,500001.0
513,-122.23,37.82,,3051.0,381.0,1005.0,,,
514,-122.23,37.82,52.0,,396.0,,,12.3804,
515,,37.83,,1757.0,246.0,,,5.8948,
516,-122.24,37.83,52.0,2449.0,312.0,,,8.1194,471600.0
517,-122.23,,52.0,,203.0,,,8.7477,
518,-122.24,37.82,52.0,,517.0,,520.0,6.155,
519,,37.82,52.0,2474.0,403.0,1104.0,,5.883,340700.0
520,-122.23,,,,516.0,,,5.2128,
521,-122.23,,,,323.0,,,4.7188,335300.0
522,,37.76,52.0,,177.0,378.0,,5.2915,333000.0
523,,37.77,52.0,,235.0,481.0,,2.6411,241000.0
524,-122.23,37.77,,772.0,179.0,,,3.3214,
525,,37.77,52.0,,386.0,,373.0,3.6417,206300.0
526,-122.25,37.77,,,566.0,,,3.0161,215700.0
527,,,52.0,,220.0,,,,
528,-122.25,37.77,52.0,,320.0,825.0,,3.4531,208800.0
529,-122.25,37.77,,859.0,157.0,429.0,,4.3098,
530,,37.78,52.0,,217.0,528.0,,,
531,,37.78,52.0,,239.0,,,2.9213,190800.0
532,-122.27,37.78,,,280.0,,265.0,2.6806,
533,-122.27,37.78,52.0,1222.0,264.0,630.0,265.0,3.7708,215300.0
534,-122.27,,,,263.0,,,3.9444,
535,,37.78,13.0,,535.0,959.0,,5.2601,292700.0
536,,,30.0,4145.0,869.0,3668.0,855.0,2.5444,275000.0
537,,37.77,42.0,,368.0,,,,200000.0
538,-122.28,37.78,29.0,,,,,2.5762,173400.0
539,-122.29,,42.0,,309.0,821.0,,1.9427,102200.0
540,,37.77,,,363.0,,347.0,2.9688,220800.0
541,,,27.0,,1073.0,,,3.75,242800.0
542,-122.29,37.76,18.0,,763.0,1243.0,,5.1702,
543,-122.28,,50.0,,306.0,,327.0,2.5139,219000.0
544,,,52.0,,350.0,,299.0,2.9732,282100.0
545,,37.77,52.0,,388.0,1033.0,,5.5337,372000.0
546,-122.27,,,,377.0,,,4.1667,225800.0
547,-122.27,37.77,52.0,1710.0,481.0,849.0,,2.7115,220800.0
548,-122.27,37.77,,,559.0,1121.0,,3.3269,234500.0
549,,37.77,52.0,,458.0,,445.0,3.2685,254200.0
550,-122.26,37.77,52.0,,315.0,637.0,297.0,4.7778,
551,-122.26,,52.0,,371.0,663.0,340.0,4.226,275000.0
552,-122.26,37.77,52.0,,168.0,,172.0,3.3571,
553,-122.26,37.77,52.0,,444.0,,413.0,,228100.0
554,-122.26,37.77,,,479.0,,,2.875,234000.0
555,-122.24,,43.0,,284.0,,,2.3882,162500.0
556,-122.25,,43.0,,1110.0,,1053.0,2.975,243400.0
557,-122.23,37.76,,,542.0,,,5.1039,273800.0
558,,,52.0,1049.0,185.0,,,4.1458,
559,,37.76,52.0,2504.0,516.0,,472.0,3.4762,
560,,,52.0,,471.0,,,2.6833,
561,-122.23,37.76,,1705.0,246.0,658.0,253.0,5.75,306300.0
562,-122.23,37.75,50.0,,289.0,,268.0,3.9632,240000.0
563,-122.24,37.75,45.0,,,,,4.9489,
564,-122.24,37.75,27.0,4051.0,753.0,1499.0,,,
565,,37.76,52.0,,581.0,,,,266700.0
566,-122.24,,49.0,2428.0,525.0,,,3.6719,229800.0
567,-122.24,,,,436.0,,,4.6094,
568,,37.73,21.0,,1249.0,,1235.0,4.5213,228400.0
569,-122.25,37.74,25.0,1914.0,365.0,897.0,,,206200.0
570,-122.24,37.72,5.0,,2885.0,,2718.0,7.611,350700.0
571,-122.27,37.73,31.0,,1379.0,2973.0,,,231000.0
572,-122.25,37.76,,2876.0,648.0,,,3.567,
573,,,28.0,,1554.0,,,3.6875,353900.0
574,,37.77,,,1270.0,2690.0,,4.7695,291700.0
575,-122.28,37.75,,,365.0,,326.0,3.1972,
576,,37.77,,,2045.0,,,7.2634,
577,-122.06,,,,467.0,,512.0,,412500.0
578,-122.06,37.71,36.0,3541.0,570.0,,,4.635,248600.0
579,-122.07,37.71,,1808.0,302.0,746.0,,5.3015,254900.0
580,-122.07,37.71,36.0,,480.0,,,4.9801,
581,-122.07,37.72,,,477.0,1411.0,,5.4834,295200.0
582,,37.72,31.0,,531.0,,,6.187,340400.0
583,,37.72,32.0,,368.0,1048.0,,5.6194,
584,-122.08,37.71,,,350.0,,365.0,5.4639,238600.0
585,-122.09,,,,387.0,,,5.1498,266400.0
586,,37.72,,2599.0,366.0,922.0,,5.8382,330200.0
587,-122.11,37.71,,,824.0,1950.0,,4.65,206800.0
588,-122.1,37.7,25.0,,622.0,1413.0,,4.3819,
589,,37.69,30.0,,625.0,,,3.7222,
590,-122.09,37.71,31.0,,282.0,,,,253500.0
591,,37.7,,,336.0,,,4.3375,241800.0
592,-122.1,37.71,,6740.0,1073.0,,,5.2131,
593,-122.09,,30.0,,269.0,731.0,,6.005,263900.0
594,,37.71,38.0,,295.0,781.0,301.0,5.0519,227000.0
595,-122.08,,,3716.0,657.0,,652.0,4.8237,220900.0
596,-122.08,,,2718.0,447.0,,,5.2497,259300.0
597,,37.7,39.0,,272.0,645.0,277.0,4.125,232500.0
598,-122.06,37.7,,1893.0,310.0,,315.0,4.6005,231600.0
599,-122.06,37.7,33.0,,790.0,1912.0,770.0,3.5187,209400.0
600,,,32.0,3400.0,736.0,1487.0,,3.0,223200.0
601,,37.7,25.0,3402.0,758.0,,,3.4934,209900.0
602,,37.7,33.0,,1107.0,2239.0,,2.9861,208200.0
603,-122.07,37.69,29.0,2304.0,618.0,,552.0,2.5362,
604,-122.08,,,,499.0,,,3.3021,195700.0
605,-122.07,37.69,31.0,,1309.0,2999.0,,3.0964,190500.0
606,,37.69,43.0,1575.0,324.0,,,2.8512,181000.0
607,-122.08,,,,274.0,,,3.3478,184900.0
608,,37.68,,,202.0,,,2.3958,190800.0
609,-122.08,37.68,15.0,3051.0,685.0,,,3.5295,242200.0
610,-122.09,37.69,20.0,,817.0,1732.0,,4.8036,188300.0
611,-122.15,37.74,52.0,2898.0,557.0,1338.0,,3.851,
612,-122.14,37.74,,1071.0,201.0,440.0,,4.0662,
613,-122.14,37.73,51.0,,403.0,922.0,,4.6042,
614,,37.74,49.0,,316.0,611.0,,2.2,187500.0
615,-122.16,37.73,52.0,,416.0,,,4.1164,198200.0
616,,37.74,,,223.0,,,3.95,
617,,,,,129.0,,143.0,4.9135,
618,-122.15,37.73,,3758.0,819.0,,,2.8355,
619,,,,2163.0,,925.0,,3.25,
620,-122.16,37.73,49.0,,408.0,,385.0,2.8301,171600.0
621,-122.17,,52.0,1555.0,289.0,,,,183300.0
622,,37.73,,,206.0,,207.0,2.5625,175000.0
623,-122.18,37.72,45.0,1498.0,313.0,1003.0,,3.8047,156700.0
624,-122.18,37.71,,,147.0,,,3.375,157500.0
625,-122.17,37.71,,,200.0,,,3.244,179800.0
626,,37.7,,2639.0,533.0,,,4.0268,205500.0
627,-122.18,37.7,35.0,,554.0,,,3.3906,
628,,,36.0,,69.0,158.0,,5.5461,262500.0
629,-122.17,37.72,42.0,3008.0,659.0,,,3.371,165000.0
630,,37.72,,1369.0,284.0,,,3.5313,
631,,,5.0,1692.0,398.0,,328.0,3.663,158300.0
632,,37.72,38.0,,245.0,,239.0,2.875,144800.0
633,-122.17,37.72,,,814.0,,789.0,4.0202,
634,-122.16,37.71,37.0,,242.0,,253.0,4.5553,
635,-122.16,37.71,,,132.0,366.0,,3.4643,175000.0
636,-122.16,37.72,10.0,2229.0,601.0,,,3.3431,137500.0
637,-122.15,37.73,28.0,,587.0,,573.0,2.1898,141700.0
638,-122.15,37.72,,1616.0,372.0,739.0,,2.9097,
639,-122.15,37.72,47.0,,251.0,540.0,,3.375,198300.0
640,-122.15,37.72,29.0,,1047.0,2024.0,,2.8125,157400.0
641,-122.14,37.73,52.0,2024.0,320.0,,,5.0,264700.0
642,-122.14,37.73,38.0,1723.0,394.0,,,3.0673,218400.0
643,,,43.0,2264.0,390.0,931.0,,3.8125,235100.0
644,-122.13,37.73,,,268.0,,270.0,6.9096,
645,-122.13,37.72,,2862.0,394.0,,,7.912,367300.0
646,,,35.0,,383.0,,,3.8393,243500.0
647,,37.71,,,207.0,,210.0,4.0,167900.0
648,,37.72,,1134.0,153.0,,171.0,6.5095,371200.0
649,-122.14,37.72,,,132.0,,,3.5156,
650,-122.14,37.72,45.0,1397.0,253.0,,248.0,2.983,202700.0
651,-122.13,37.72,,2315.0,451.0,,,3.524,186200.0
652,-122.13,37.71,44.0,1613.0,339.0,,346.0,3.1103,
653,-122.13,37.71,,,298.0,,,3.5781,180000.0
654,-122.15,37.71,18.0,,1526.0,,,3.1682,202700.0
655,,37.71,,3094.0,866.0,,789.0,,
656,,,18.0,,1007.0,,,3.6932,166800.0
657,-122.13,37.7,43.0,,557.0,,544.0,3.4583,183700.0
658,,37.7,19.0,,710.0,,,3.9032,218000.0
659,,37.71,36.0,998.0,178.0,,,4.0208,191500.0
660,-122.15,,,,244.0,672.0,,,194700.0
661,-122.14,37.7,17.0,1463.0,292.0,,,4.5859,
662,-122.13,37.7,,4124.0,1054.0,2162.0,,2.6321,223100.0
663,-122.13,37.69,,,769.0,,,3.395,
664,,,36.0,,228.0,606.0,,3.9702,194100.0
665,-122.16,37.7,36.0,,391.0,1203.0,,5.0043,
666,,37.69,,,317.0,874.0,,4.4659,189100.0
667,-122.15,,38.0,1246.0,221.0,,,3.6625,184600.0
668,,37.69,36.0,1501.0,287.0,703.0,,3.8864,
669,-122.15,37.7,,,252.0,733.0,,3.4583,192600.0
670,-122.16,,36.0,1118.0,219.0,,228.0,3.7813,
671,-122.16,,,1097.0,208.0,,225.0,2.9917,194600.0
672,-122.16,37.7,36.0,1719.0,303.0,,,4.4375,
673,,37.7,24.0,,365.0,,,4.0,202600.0
674,,37.68,16.0,,348.0,,,2.3869,83300.0
675,,37.69,24.0,2262.0,391.0,,,,212600.0
676,-122.18,,5.0,,407.0,840.0,,5.4858,187800.0
677,,37.69,36.0,,278.0,,,4.3971,205700.0
678,,37.69,36.0,1545.0,273.0,863.0,,4.0109,192900.0
679,-122.15,37.68,35.0,,447.0,,,4.3864,205200.0
680,-122.15,37.68,30.0,2261.0,443.0,,,4.2841,
681,,37.69,39.0,,308.0,957.0,335.0,5.1312,183600.0
682,-122.14,37.69,,,535.0,,,2.9958,178400.0
683,,37.68,27.0,3337.0,613.0,,,3.6364,
684,-122.14,37.68,31.0,3184.0,716.0,,628.0,2.7955,
685,-122.1,,44.0,2341.0,500.0,,485.0,2.9507,
686,-122.12,37.69,,,269.0,,,3.4375,157800.0
687,-122.13,37.69,,,278.0,,,2.875,
688,-122.12,37.71,38.0,,284.0,,,3.0345,152100.0
689,-122.12,37.7,,,787.0,,,2.679,
690,,,17.0,2488.0,617.0,,,2.9922,179900.0
691,-122.12,,,,508.0,,536.0,4.1042,179100.0
692,,37.7,19.0,2495.0,635.0,,579.0,2.5833,159900.0
693,-122.11,37.7,,1689.0,461.0,,,2.1552,
694,-122.11,,,1298.0,306.0,835.0,,2.3274,170400.0
695,,37.7,19.0,,789.0,,724.0,,137500.0
696,,37.69,41.0,,,387.0,,3.9063,178400.0
697,,,37.0,2444.0,651.0,,618.0,2.6464,155200.0
698,-122.11,,,,310.0,768.0,,3.4643,
699,-122.12,37.69,10.0,,560.0,1140.0,,2.3973,167300.0
700,-122.03,37.69,20.0,200.0,25.0,,,6.5,
701,-121.97,37.64,32.0,,194.0,,,6.0574,431000.0
702,-122.02,,,,590.0,1189.0,,3.8958,301100.0
703,-122.04,37.63,21.0,1307.0,236.0,586.0,249.0,4.7813,241900.0
704,,37.63,5.0,,936.0,,,3.2829,162500.0
705,,,,2031.0,357.0,,,5.3169,299200.0
706,-122.04,,10.0,8299.0,1326.0,,,6.2579,315500.0
707,-122.05,,23.0,7518.0,1279.0,3827.0,,5.1701,216800.0
708,,37.68,36.0,,426.0,1280.0,,3.25,218100.0
709,-122.06,37.68,,,1207.0,,,3.1796,170300.0
710,-122.08,37.68,,1167.0,370.0,,,,275000.0
711,-122.08,37.68,26.0,,682.0,1401.0,607.0,2.6563,184100.0
712,-122.08,37.67,,,168.0,,,0.9637,160000.0
713,-122.09,37.67,,,305.0,673.0,,2.3357,175000.0
714,-122.09,37.68,,1382.0,353.0,,,3.5114,197500.0
715,-122.09,,43.0,500.0,110.0,,,3.3125,150000.0
716,-122.09,37.68,29.0,,538.0,1120.0,,2.4042,205600.0
717,-122.09,37.68,41.0,,463.0,,,2.8322,170300.0
718,-122.09,37.68,43.0,1415.0,348.0,,,2.5156,190900.0
719,-122.1,,37.0,1352.0,342.0,691.0,324.0,3.4032,
720,-122.1,37.68,,2116.0,503.0,1109.0,448.0,2.535,
721,,37.68,37.0,,481.0,,,2.5772,
722,-122.1,37.68,38.0,,413.0,,,3.0962,180900.0
723,-122.1,37.67,34.0,,897.0,,,2.9564,150500.0
724,-122.1,37.68,31.0,,428.0,1162.0,,3.125,
725,,,35.0,,484.0,,,2.95,148900.0
726,,37.68,40.0,,253.0,724.0,,4.38,196400.0
727,-122.12,37.68,37.0,,394.0,975.0,,4.0417,
728,-122.11,37.67,36.0,,389.0,,,3.8,
729,-122.12,37.68,45.0,2179.0,401.0,,,3.4839,
730,-122.13,37.68,45.0,2457.0,445.0,,,4.0588,182800.0
731,,37.68,44.0,,399.0,1175.0,,4.1974,
732,-122.13,37.68,43.0,,340.0,,,3.6,179400.0
733,-122.14,,35.0,2976.0,518.0,,,4.267,210300.0
734,,37.67,,3036.0,533.0,1366.0,500.0,4.2386,192300.0
735,,37.67,35.0,,398.0,,,,
736,-122.14,37.67,36.0,1487.0,249.0,,,4.0682,196200.0
737,-122.13,37.67,38.0,,347.0,,332.0,3.1734,
738,-122.14,37.67,,,,1635.0,,4.7933,186900.0
739,,37.67,,,534.0,1495.0,,4.8125,188300.0
740,-122.13,37.67,,1748.0,318.0,914.0,,,184000.0
741,-122.12,37.67,33.0,,681.0,,,3.9395,184700.0
742,,,42.0,,703.0,1625.0,665.0,3.2434,
743,-122.11,37.67,,1035.0,247.0,,,3.0917,
744,-122.11,,32.0,,811.0,2037.0,,3.0645,165400.0
745,-122.09,,33.0,2431.0,655.0,1854.0,603.0,2.7019,154000.0
746,-122.09,37.67,39.0,,500.0,,478.0,3.1115,153500.0
747,-122.09,,40.0,1340.0,313.0,,,,135400.0
748,-122.09,37.66,,,259.0,,,,158300.0
749,,,32.0,,318.0,1019.0,,6.1104,240700.0
750,-122.06,,22.0,,816.0,1830.0,,4.2733,
751,,37.67,27.0,3239.0,671.0,,,3.2465,230600.0
752,-122.07,37.67,,,739.0,1198.0,,3.2417,210800.0
753,-122.07,,38.0,2104.0,409.0,1039.0,,,
754,,37.67,,,251.0,,,6.0501,
755,-122.04,,,3000.0,419.0,,,,332600.0
756,-122.04,37.66,23.0,,348.0,,,6.3501,350000.0
757,-122.07,37.66,28.0,2280.0,610.0,1255.0,,2.6719,161200.0
758,,37.66,21.0,,1168.0,,1042.0,3.875,
759,,37.66,,1547.0,372.0,,,2.5625,
760,-122.07,37.65,31.0,,790.0,,740.0,3.016,
761,,37.65,17.0,5018.0,1439.0,3069.0,,2.7694,161900.0
762,-122.08,37.65,35.0,1813.0,,,374.0,3.6818,165400.0
763,-122.08,37.66,37.0,1997.0,436.0,1349.0,437.0,2.1382,166600.0
764,-122.1,37.66,37.0,,191.0,599.0,,,149700.0
765,-122.1,37.66,35.0,,142.0,,149.0,3.875,162100.0
766,-122.1,,,,464.0,,,3.0489,152600.0
767,-122.09,37.65,27.0,,722.0,,634.0,2.8203,195200.0
768,-122.09,,35.0,1130.0,192.0,,,4.3897,190600.0
769,-122.09,,,,200.0,572.0,,,193800.0
770,,,34.0,,115.0,,,4.6875,200600.0
771,-122.11,,,,643.0,,603.0,,150000.0
772,-122.1,37.66,36.0,,225.0,,,4.275,185300.0
773,,37.66,36.0,,316.0,,,4.1302,
774,-122.11,37.66,,,652.0,,,3.09,174100.0
775,-122.1,37.65,25.0,,494.0,,501.0,4.5417,
776,,37.64,28.0,,311.0,735.0,278.0,4.6635,
777,,,31.0,1797.0,327.0,,,4.4427,
778,,,,,76.0,,82.0,4.5303,175000.0
779,-122.12,,26.0,,27.0,,,2.375,
780,-122.1,37.63,18.0,,2031.0,,,3.8171,
781,,37.61,,,458.0,1727.0,,4.5281,173600.0
782,,37.66,19.0,,167.0,,,4.3456,163000.0
783,-122.11,37.65,18.0,,808.0,,,3.4861,331600.0
784,-122.11,37.64,,1487.0,280.0,854.0,,5.2312,197600.0
785,-122.11,37.64,,,849.0,,746.0,3.6708,197900.0
786,-122.12,37.64,40.0,,102.0,,,,228100.0
787,-122.09,37.63,34.0,,242.0,,249.0,3.9167,189500.0
788,-122.09,37.64,32.0,1578.0,284.0,,,3.9063,184200.0
789,-122.1,37.63,,,435.0,1377.0,408.0,3.7895,
790,-122.08,,,,245.0,,248.0,3.8,172000.0
791,-122.08,37.64,,,199.0,662.0,,,177900.0
792,-122.09,37.64,36.0,1885.0,307.0,853.0,,4.1141,
793,,37.64,,1180.0,212.0,,200.0,5.2838,172600.0
794,-122.08,,30.0,5267.0,1253.0,4065.0,1113.0,3.3479,
795,,37.64,,1897.0,440.0,1109.0,,,
796,-122.08,37.63,31.0,767.0,171.0,,,3.7614,
797,,,,691.0,127.0,,149.0,4.25,192600.0
798,-122.08,37.64,36.0,,133.0,463.0,,3.9338,
799,,37.64,22.0,,1516.0,,,2.5158,134900.0
800,-122.07,37.63,27.0,2784.0,723.0,2028.0,,2.4808,157600.0
801,-122.07,,25.0,,860.0,2426.0,,4.7083,
802,,37.64,37.0,,304.0,,,4.1652,158200.0
803,-122.06,,,,450.0,857.0,,3.5541,
804,-122.06,37.65,33.0,1227.0,286.0,,,3.8036,
805,-122.06,37.64,,,252.0,,,,146100.0
806,-122.04,,,,172.0,369.0,,3.2331,226700.0
807,-122.03,37.62,,,352.0,1001.0,350.0,4.7109,198700.0
808,-122.03,,,2964.0,547.0,,,4.2468,
809,,37.62,,,173.0,,,6.396,208500.0
810,,37.62,35.0,,118.0,,,3.8125,204200.0
811,-122.04,,32.0,,324.0,,,3.2857,193200.0
812,-122.03,37.62,,1298.0,236.0,,204.0,3.8929,209500.0
813,-122.03,37.61,36.0,,271.0,1002.0,,3.7262,
814,-122.03,37.61,37.0,1383.0,259.0,,,4.0125,161400.0
815,-122.04,37.61,36.0,,216.0,,,4.1719,187000.0
816,,37.62,,,179.0,,185.0,4.2857,190400.0
817,,37.63,37.0,,364.0,,,3.6458,156600.0
818,-122.08,37.62,17.0,,518.0,,,2.6875,157300.0
819,,,35.0,1931.0,376.0,1175.0,,3.7292,168100.0
820,-122.07,37.63,24.0,2329.0,465.0,1401.0,,4.5913,177600.0
821,-122.06,37.63,12.0,6711.0,1374.0,,,3.8625,208900.0
822,,,,1939.0,356.0,,,3.3611,169200.0
823,-122.05,37.61,16.0,,346.0,705.0,,2.8971,
824,-122.08,37.63,34.0,1619.0,293.0,,310.0,4.0326,164700.0
825,-122.08,37.63,35.0,,108.0,,107.0,4.0682,156900.0
826,-122.09,,36.0,1570.0,274.0,,249.0,5.3644,168800.0
827,,,,1213.0,221.0,,,4.7019,174100.0
828,,37.62,27.0,,309.0,,,5.64,
829,-122.08,37.61,,,443.0,,,3.7931,203900.0
830,-121.99,,,,711.0,,,4.6458,
831,-122.02,,36.0,,345.0,1382.0,,3.694,
832,-122.02,37.6,31.0,2155.0,522.0,,437.0,2.652,159800.0
833,,,32.0,,280.0,,300.0,3.5,
834,,37.6,,,295.0,1097.0,,3.2386,
835,-122.03,37.61,,,302.0,831.0,268.0,5.097,188600.0
836,-122.04,,17.0,,638.0,1873.0,,4.3875,238500.0
837,,37.6,,,497.0,,514.0,4.625,
838,,37.61,6.0,,474.0,1568.0,,5.0406,261400.0
839,-122.06,,,5159.0,832.0,,,5.8704,234400.0
840,-122.06,37.6,18.0,1726.0,276.0,,,5.3226,231700.0
841,-122.08,37.59,16.0,1816.0,365.0,,355.0,4.235,156300.0
842,-122.07,,13.0,,551.0,,528.0,4.825,222000.0
843,-122.08,,15.0,,418.0,,,5.5218,254400.0
844,-122.07,37.58,16.0,,,,,6.5116,244300.0
845,,,16.0,1606.0,240.0,,,6.0661,
846,,37.58,,,544.0,,,6.0074,236500.0
847,,37.59,15.0,3475.0,686.0,,,4.6211,151400.0
848,,37.58,,,338.0,,,5.225,213700.0
849,,,14.0,,302.0,,,5.3428,243600.0
850,-122.05,37.59,,,1273.0,,,3.7462,212500.0
851,,37.6,24.0,2077.0,383.0,,,4.5721,
852,,37.59,,1165.0,333.0,855.0,,3.6923,213200.0
853,-122.03,37.59,16.0,,889.0,2530.0,817.0,4.6786,256000.0
854,-122.01,,2.0,,295.0,,,2.875,
855,-122.02,37.58,15.0,,760.0,,,3.3617,178100.0
856,-122.01,37.58,,4313.0,717.0,,721.0,5.7579,
857,-122.09,37.6,,,94.0,295.0,,2.9706,147900.0
858,-122.08,37.6,10.0,3046.0,678.0,,628.0,3.9022,191700.0
859,,37.57,21.0,4342.0,783.0,2172.0,,4.6146,
860,-121.96,37.58,15.0,,597.0,1777.0,559.0,5.7192,283500.0
861,-121.98,37.58,,,1031.0,,,,216900.0
862,,,31.0,,478.0,,,6.2073,
863,-122.0,37.58,,4405.0,717.0,,,5.8151,295600.0
864,-122.01,,14.0,16199.0,2993.0,8117.0,2847.0,5.8322,281800.0
865,,,14.0,14917.0,2708.0,,2606.0,5.6277,269800.0
866,-122.04,37.57,12.0,,1064.0,,1057.0,5.2879,231200.0
867,-122.07,37.57,8.0,,1407.0,,,6.5615,318300.0
868,-122.06,37.58,,,1376.0,,,5.6758,253400.0
869,,,,,1818.0,,,6.1047,278200.0
870,,37.49,,1150.0,311.0,648.0,,,300000.0
871,-122.07,,,14014.0,2861.0,,,6.0824,273500.0
872,-122.02,,,4332.0,857.0,2461.0,,4.3594,223400.0
873,-122.02,,35.0,,312.0,,,5.5737,214500.0
874,-122.03,37.56,31.0,,964.0,,,,220200.0
875,-122.03,37.56,24.0,,1492.0,,,4.6978,240300.0
876,,,6.0,,778.0,,736.0,4.4259,158000.0
877,-122.01,37.55,,,532.0,,,,224200.0
878,-122.02,,,1325.0,274.0,,,4.5687,177200.0
879,-122.01,37.56,,,485.0,,,3.8179,
880,,37.56,,,1005.0,2641.0,,5.0,269700.0
881,-121.99,37.56,20.0,6462.0,1294.0,3288.0,,4.3393,231200.0
882,-121.96,37.55,,3746.0,993.0,,,4.1387,162500.0
883,,37.56,13.0,8918.0,1823.0,,1772.0,4.8052,
884,,37.54,31.0,,344.0,,,4.6349,196200.0
885,,,17.0,,1247.0,3080.0,,3.168,189400.0
886,,37.54,,,1375.0,,,3.1326,
887,-121.99,,16.0,,2098.0,4649.0,,2.9074,213800.0
888,-121.94,37.56,,5674.0,748.0,,714.0,8.3996,442900.0
889,-121.95,37.55,,10687.0,1540.0,,,6.6478,333400.0
890,,,25.0,,192.0,,220.0,6.629,352400.0
891,,37.54,27.0,,526.0,,,,305300.0
892,-121.94,,,,342.0,941.0,,5.761,
893,,,29.0,3517.0,645.0,1724.0,,4.6641,248900.0
894,,37.54,,2537.0,382.0,1067.0,410.0,6.7599,356000.0
895,-121.96,,14.0,5106.0,1207.0,,,3.9909,
896,-121.96,37.53,,,475.0,,,4.2955,218800.0
897,-121.96,,28.0,2949.0,529.0,,545.0,4.9615,228000.0
898,,37.53,18.0,2375.0,652.0,,,2.6198,235900.0
899,,,,,496.0,1344.0,,4.7135,203200.0
900,-121.97,37.53,35.0,2277.0,420.0,,413.0,,
901,-121.97,37.53,26.0,2506.0,387.0,1273.0,406.0,5.4299,236400.0
902,-121.98,37.53,28.0,,566.0,1610.0,540.0,4.6,223200.0
903,-121.98,,26.0,3179.0,,,639.0,4.1947,
904,-121.99,37.54,26.0,2332.0,371.0,,,5.388,225000.0
905,-121.99,,18.0,,715.0,,,3.9444,240100.0
906,-121.99,37.54,28.0,,507.0,,,5.3283,227900.0
907,-121.99,,28.0,,415.0,,,4.8403,268600.0
908,-122.0,37.54,29.0,4133.0,,2023.0,,5.1616,275100.0
909,-122.01,37.55,34.0,2791.0,495.0,,468.0,4.9167,
